,Time_[s],Acceleration[g]
0,0,0.007324
1,0,0.01123
2,1,0.007812
3,3,0.003906
4,4,0.006348
5,5,0.006836
6,6,0.009766
7,7,0.007812
8,8,0.008301
9,9,0.007324
10,10,0.007812
11,11,0.007812
12,12,0.008301
13,13,0.008301
14,14,0.007812
15,15,0.008789
16,16,0.008301
17,17,0.007812
18,18,0.013672
19,19,0.004883
20,20,0.010254
21,21,0.007812
22,22,0.007324
23,23,0.008789
24,24,0.008301
25,25,0.008301
26,28,0.007324
27,28,0.006836
28,28,0.007812
29,29,0.008301
30,30,0.007812
31,31,0.007812
32,32,0.008301
33,33,0.008301
34,34,0.007812
35,35,0.008301
36,36,0.007812
37,37,0.007812
38,38,0.008301
39,39,0.008301
40,40,0.007812
41,41,0.007812
42,42,0.007812
43,43,0.007812
44,44,0.008301
45,45,0.007324
46,46,0.007812
47,47,0.008789
48,48,0.008301
49,49,0.006348
50,50,0.007324
51,51,0.010254
52,52,0.006836
53,53,0.007812
54,54,0.008301
55,55,0.008301
56,56,0.006836
57,57,0.005859
58,59,0.007324
59,60,0.007812
60,60,0.008789
61,62,0.007812
62,63,0.007812
63,63,0.007812
64,64,0.007812
65,65,0.008301
66,67,0.007812
67,67,0.008301
68,69,0.007324
69,70,0.007812
70,71,0.007812
71,72,0.007812
72,73,0.008301
73,74,0.007812
74,75,0.007812
75,76,0.007324
76,77,0.009766
77,78,0.012207
78,79,0.008789
79,80,0.007812
80,81,0.008789
81,82,0.008789
82,83,0.007324
83,84,0.008301
84,85,0.008789
85,86,0.008301
86,87,0.007812
87,88,0.008789
88,89,0.007812
89,90,0.007812
90,91,0.008301
91,92,0.007812
92,93,0.008301
93,94,0.008301
94,95,0.007812
95,96,0.008301
96,97,0.008301
97,98,0.008789
98,99,0.007812
99,100,0.012207
