,Time_[s],Acceleration[g]
0,0,-1.010254
1,1,-1.01123
2,2,-1.012207
3,3,-1.01123
4,4,-1.010742
5,5,-1.01123
6,6,-1.010254
7,7,-1.010254
8,8,-1.010742
9,9,-1.010742
10,10,-1.010742
11,11,-1.01123
12,12,-1.012207
13,13,-1.01123
14,14,-1.010742
15,15,-1.010742
16,16,-1.010742
17,17,-1.01123
18,18,-1.010254
19,19,-1.009766
20,20,-1.011719
21,21,-1.011719
22,22,-1.010742
23,23,-1.010254
24,24,-1.010742
25,25,-1.010254
26,26,-1.01123
27,27,-1.01123
28,28,-1.01123
29,29,-1.010742
30,30,-1.010742
31,31,-1.010742
32,32,-1.011719
33,33,-1.010742
34,34,-1.010742
35,35,-1.01123
36,36,-1.010742
37,37,-1.010254
38,38,-1.01123
39,39,-1.010254
40,40,-1.01123
41,41,-1.01123
42,42,-1.010742
43,43,-1.010254
44,45,-1.010742
45,45,-1.010254
46,46,-1.010742
47,48,-1.01123
48,49,-1.010742
49,49,-1.010254
50,51,-1.010742
51,51,-1.01123
52,52,-1.010742
53,53,-1.010254
54,54,-1.010742
55,56,-1.010742
56,56,-1.01123
57,57,-1.01123
58,59,-1.010742
59,60,-1.010742
60,61,-1.01123
61,62,-1.009766
62,63,-1.010742
63,64,-1.010742
64,65,-1.010742
65,66,-1.01123
66,67,-1.01123
67,68,-1.01123
68,69,-1.010742
69,70,-1.010742
70,71,-1.010742
71,72,-1.01123
72,73,-1.010742
73,74,-1.01123
74,75,-1.009766
75,76,-1.010742
76,77,-1.010254
77,78,-1.010742
78,79,-1.010254
79,80,-1.010742
80,81,-1.01123
81,82,-1.010742
82,83,-1.01123
83,84,-1.01123
84,85,-1.010254
85,86,-1.010254
86,87,-1.010742
87,88,-1.011719
88,89,-1.010742
89,90,-1.010742
90,91,-1.009766
91,92,-1.010742
92,93,-1.010742
93,94,-1.010742
94,95,-1.010742
95,96,-1.010742
96,97,-1.010742
97,98,-1.011719
98,99,-1.010742
99,100,-1.010742
