,Time_[s],Acceleration[g]
0,0,-1.010742
1,1,-1.01123
2,2,-1.010254
3,3,-1.010254
4,4,-1.01123
5,5,-1.010742
6,6,-1.010254
7,7,-1.010742
8,8,-1.010742
9,9,-1.010742
10,10,-1.010254
11,11,-1.009766
12,12,-1.010254
13,13,-1.010742
14,14,-1.010254
15,15,-1.010742
16,16,-1.01123
17,17,-1.010254
18,18,-1.010254
19,19,-1.011719
20,20,-1.010254
21,21,-1.010254
22,22,-1.01123
23,23,-1.010254
24,24,-1.01123
25,25,-1.010742
26,26,-1.010742
27,27,-1.011719
28,28,-1.010742
29,29,-1.01123
30,30,-1.009766
31,31,-1.01123
32,32,-1.01123
33,33,-1.01123
34,34,-1.01123
35,35,-1.009766
36,36,-1.010254
37,37,-1.010254
38,38,-1.01123
39,39,-1.01123
40,40,-1.010742
41,41,-1.010742
42,42,-1.010742
43,43,-1.010254
44,44,-1.01123
45,45,-1.010254
46,46,-1.010742
47,47,-1.01123
48,48,-1.010742
49,49,-1.010254
50,50,-1.010254
51,51,-1.010254
52,52,-1.010254
53,53,-1.01123
54,54,-1.010254
55,55,-1.010254
56,56,-1.009766
57,57,-1.009766
58,58,-1.010254
59,60,-1.010742
60,60,-1.010254
61,62,-1.010254
62,63,-1.01123
63,64,-1.010254
64,65,-1.010254
65,66,-1.010742
66,67,-1.010254
67,68,-1.010742
68,69,-1.010742
69,70,-1.010742
70,71,-1.01123
71,72,-1.010254
72,73,-1.010742
73,74,-1.010254
74,75,-1.010254
75,76,-1.009766
76,77,-1.010254
77,78,-1.01123
78,79,-1.010254
79,80,-1.01123
80,81,-1.011719
81,82,-1.010742
82,83,-1.01123
83,84,-1.010254
84,85,-1.01123
85,86,-1.010254
86,87,-1.010742
87,88,-1.010254
88,89,-1.010742
89,90,-1.010742
90,91,-1.010742
91,92,-1.010254
92,93,-1.010254
93,94,-1.010742
94,95,-1.010742
95,96,-1.010742
96,97,-1.010254
97,98,-1.010742
98,99,-1.010742
99,100,-1.010254
