,Time_[s],Acceleration[g]
0,0,-1.010742
1,0,-1.010254
2,1,-1.010742
3,3,-1.009766
4,4,-1.010254
5,5,-1.010742
6,6,-1.01123
7,7,-1.010254
8,8,-1.010742
9,9,-1.01123
10,10,-1.010254
11,11,-1.01123
12,12,-1.009766
13,13,-1.010254
14,14,-1.010742
15,15,-1.009766
16,16,-1.010254
17,17,-1.010254
18,18,-1.01123
19,19,-1.010254
20,20,-1.01123
21,21,-1.010254
22,22,-1.010742
23,23,-1.009766
24,24,-1.010254
25,25,-1.010254
26,28,-1.010742
27,28,-1.010742
28,28,-1.010254
29,29,-1.01123
30,30,-1.009766
31,31,-1.010254
32,32,-1.010742
33,33,-1.010742
34,34,-1.009766
35,35,-1.010254
36,36,-1.010254
37,37,-1.010254
38,38,-1.010254
39,39,-1.010742
40,40,-1.010254
41,41,-1.010742
42,42,-1.010742
43,43,-1.010742
44,44,-1.009766
45,45,-1.010254
46,46,-1.010742
47,47,-1.010742
48,48,-1.010254
49,49,-1.010742
50,50,-1.010742
51,51,-1.009766
52,52,-1.010742
53,53,-1.010254
54,54,-1.010742
55,55,-1.010742
56,56,-1.010254
57,57,-1.009766
58,59,-1.009766
59,60,-1.010742
60,60,-1.010254
61,62,-1.010742
62,63,-1.010742
63,63,-1.010254
64,64,-1.010742
65,65,-1.010254
66,67,-1.010254
67,67,-1.010742
68,69,-1.010742
69,70,-1.01123
70,71,-1.009766
71,72,-1.010742
72,73,-1.010742
73,74,-1.01123
74,75,-1.010254
75,76,-1.01123
76,77,-1.010742
77,78,-1.010254
78,79,-1.009277
79,80,-1.01123
80,81,-1.010742
81,82,-1.010254
82,83,-1.010254
83,84,-1.010254
84,85,-1.009766
85,86,-1.010254
86,87,-1.010254
87,88,-1.010742
88,89,-1.01123
89,90,-1.010742
90,91,-1.010254
91,92,-1.010742
92,93,-1.010742
93,94,-1.010254
94,95,-1.01123
95,96,-1.010254
96,97,-1.010742
97,98,-1.01123
98,99,-1.010254
99,100,-1.010742
