,Time_[s],Acceleration[g]
0,0,-1.010254
1,0,-1.010742
2,0,-1.010742
3,1,-1.01123
4,2,-1.01123
5,3,-1.010742
6,5,-1.009277
7,6,-1.01123
8,6,-1.010254
9,8,-1.01123
10,9,-1.010742
11,10,-1.010742
12,11,-1.01123
13,12,-1.010254
14,13,-1.010742
15,13,-1.010254
16,15,-1.011719
17,16,-1.010742
18,17,-1.010742
19,18,-1.010254
20,19,-1.009766
21,20,-1.010742
22,21,-1.010742
23,22,-1.01123
24,23,-1.010742
25,24,-1.010742
26,25,-1.009766
27,26,-1.010254
28,27,-1.01123
29,28,-1.010254
30,29,-1.01123
31,30,-1.009766
32,31,-1.010742
33,32,-1.01123
34,33,-1.010742
35,34,-1.009766
36,35,-1.011719
37,36,-1.01123
38,37,-1.010254
39,38,-1.010742
40,39,-1.010742
41,40,-1.010742
42,41,-1.010742
43,42,-1.009766
44,43,-1.010742
45,44,-1.01123
46,45,-1.009766
47,46,-1.01123
48,47,-1.01123
49,48,-1.01123
50,49,-1.009766
51,50,-1.010742
52,51,-1.01123
53,52,-1.010254
54,53,-1.010254
55,54,-1.009277
56,55,-1.01123
57,56,-1.010742
58,57,-1.010254
59,58,-1.010254
60,59,-1.010254
61,60,-1.010742
62,61,-1.01123
63,62,-1.010254
64,63,-1.010742
65,64,-1.010742
66,66,-1.010742
67,67,-1.010254
68,67,-1.010742
69,68,-1.010742
70,69,-1.010254
71,70,-1.010254
72,71,-1.010742
73,72,-1.010254
74,73,-1.011719
75,75,-1.01123
76,76,-1.01123
77,77,-1.01123
78,78,-1.01123
79,79,-1.010254
80,80,-1.010254
81,81,-1.010742
82,82,-1.010742
83,83,-1.010742
84,84,-1.010742
85,85,-1.01123
86,86,-1.010742
87,87,-1.01123
88,88,-1.01123
89,89,-1.010254
90,90,-1.010742
91,91,-1.010254
92,92,-1.010742
93,93,-1.01123
94,94,-1.010742
95,95,-1.01123
96,96,-1.012207
97,97,-1.010742
98,98,-1.010254
99,99,-1.010742
