,Time_[s],Acceleration[g]
0,0,0.008301
1,1,0.002441
2,7,0.000977
3,7,0.005371
4,7,0.009277
5,8,0.00293
6,9,0.004883
7,10,0.005371
8,11,0.0
9,12,0.00293
10,13,0.003906
11,14,0.003418
12,15,0.003906
13,16,0.007812
14,17,0.001465
15,18,0.005371
16,19,0.004883
17,20,0.004395
18,21,0.005371
19,22,0.003906
20,23,0.003906
21,24,0.004883
22,25,0.007812
23,27,0.003906
24,28,0.004883
25,29,0.005371
26,30,0.004883
27,31,0.003906
28,32,0.004883
29,33,0.004395
30,34,0.004395
31,35,0.004883
32,36,0.004883
33,37,0.005371
34,38,0.004395
35,39,0.004883
36,40,0.005371
37,41,0.004883
38,42,0.003906
39,43,0.004395
40,44,0.004883
41,45,0.004883
42,46,0.004883
43,47,0.004883
44,48,0.004883
45,49,0.004395
46,50,0.004883
47,51,0.005371
48,52,0.004883
49,53,0.005371
50,54,0.004395
51,55,0.005371
52,56,0.005371
53,57,0.005371
54,58,0.004395
55,59,0.008301
56,60,-0.002441
57,61,0.005859
58,62,0.002441
59,63,0.0
60,64,0.006348
61,65,0.00293
62,66,0.000488
63,67,0.003906
64,68,0.004883
65,69,0.005859
66,70,0.004883
67,71,0.004883
68,72,0.004395
69,73,0.004883
70,74,0.004395
71,75,0.003906
72,76,0.003418
73,77,0.003418
74,78,0.004883
75,79,0.004883
76,80,0.004883
77,81,0.004883
78,82,0.002441
79,83,0.000977
80,84,0.006348
81,86,0.008301
82,87,0.00293
83,87,0.0
84,89,0.005859
85,90,0.008301
86,91,0.004395
87,92,0.006836
88,93,0.008301
89,94,0.002441
90,95,0.003418
91,96,0.006348
92,97,0.005371
93,98,0.007324
94,99,0.001953
95,100,-0.001465
96,101,0.001465
97,102,0.003418
98,103,0.006836
99,104,0.005859
