,Time_[s],Acceleration[g]
0,0,0.003906
1,1,0.011719
2,2,0.006836
3,3,0.000488
4,4,0.002441
5,5,-0.001465
6,6,0.002441
7,7,0.003906
8,8,0.00293
9,9,0.005859
10,10,0.004883
11,11,0.001465
12,12,0.001953
13,13,0.00293
14,14,0.003906
15,15,0.004883
16,16,0.005371
17,17,0.004883
18,18,0.004883
19,19,0.006348
20,20,0.00293
21,21,0.004883
22,22,0.004883
23,23,0.006348
24,24,0.003418
25,25,0.004395
26,26,0.005371
27,27,0.005859
28,28,0.005859
29,29,0.005859
30,30,0.005371
31,31,0.007324
32,32,0.003906
33,33,0.007812
34,34,0.003418
35,35,0.004883
36,36,0.004883
37,37,0.004883
38,38,0.004395
39,39,0.004395
40,40,0.004883
41,41,0.003906
42,42,0.004883
43,43,0.005371
44,44,0.004883
45,45,0.004395
46,46,0.004395
47,47,0.004883
48,48,0.005371
49,49,0.004883
50,50,0.004395
51,51,0.004883
52,52,0.004883
53,54,0.005371
54,54,0.005371
55,55,0.004883
56,56,0.004395
57,57,0.004883
58,58,0.004883
59,59,0.004883
60,61,0.004883
61,62,0.004395
62,63,0.005371
63,64,0.004883
64,65,0.005371
65,66,0.004395
66,67,0.004395
67,68,0.004395
68,69,0.004883
69,70,0.005371
70,71,0.004883
71,72,0.004883
72,73,0.005371
73,74,0.004395
74,75,0.004395
75,76,0.004883
76,77,0.004395
77,78,0.004883
78,79,0.003418
79,80,0.005371
80,81,0.004883
81,82,0.005371
82,83,0.004395
83,84,0.005371
84,85,0.004883
85,86,0.004883
86,87,0.004883
87,88,0.003906
88,89,0.005371
89,90,0.005371
90,91,0.004883
91,92,0.004883
92,93,0.004883
93,94,0.004883
94,95,0.005859
95,96,0.005371
96,97,0.004883
97,98,0.004395
98,99,0.004395
99,100,0.005371
