,Time_[s],Acceleration[g]
0,0,0.003418
1,1,0.006348
2,2,0.004395
3,3,0.006836
4,4,0.004395
5,5,0.0
6,6,0.008301
7,7,0.003906
8,8,0.008789
9,9,0.004395
10,10,0.010742
11,11,0.001953
12,12,0.004883
13,13,0.005371
14,14,0.005371
15,15,0.00293
16,16,0.004395
17,17,0.004883
18,18,0.004883
19,19,0.005371
20,20,0.006348
21,21,0.005859
22,22,0.006836
23,23,0.004395
24,24,0.005859
25,25,0.004883
26,26,0.005371
27,27,0.003906
28,28,0.004395
29,29,0.003906
30,30,0.005371
31,31,0.003906
32,32,0.004883
33,33,0.004395
34,34,0.004395
35,35,0.003906
36,36,0.003906
37,37,0.003418
38,38,0.004395
39,39,0.005371
40,40,0.004395
41,41,0.003906
42,42,0.004883
43,43,0.004883
44,44,0.004883
45,45,0.005859
46,46,0.004883
47,47,0.004883
48,48,0.005371
49,49,0.003418
50,50,0.006836
51,51,0.005859
52,52,0.003418
53,53,0.004883
54,54,0.003906
55,55,0.004883
56,56,0.003906
57,57,0.004395
58,58,0.004395
59,60,0.004395
60,61,0.005371
61,62,0.004883
62,63,0.004883
63,64,0.004883
64,65,0.005371
65,66,0.002441
66,67,0.004883
67,68,0.006836
68,69,0.003906
69,70,0.004395
70,71,0.004883
71,72,0.003906
72,73,0.004395
73,74,0.002441
74,75,0.010254
75,76,0.006836
76,77,0.001465
77,78,0.003906
78,79,0.011719
79,80,0.01123
80,81,0.003906
81,82,0.004395
82,83,0.005371
83,84,0.004883
84,85,0.004395
85,86,0.005371
86,87,0.004883
87,88,0.004395
88,89,0.004395
89,90,0.005371
90,91,0.005371
91,92,0.004395
92,93,0.004883
93,94,0.005371
94,95,0.004883
95,96,0.004883
96,97,0.004883
97,98,0.005371
98,99,0.005371
99,100,0.004883
